,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
24,24,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:27:53 ,117028966.0,4,7,32,28,20,1398,1391,1363,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,468,7,199.7142857142857,163.76885569374323,467,6,198.7142857142857,163.76885569374323,463,2,194.7142857142857,163.76885569374323,12.219197083224678,12.125203259507565,11.81758710916065,0.09399382371711293,11702896.6,16514434.672637874,49999421.0,8423.0,85036733.0,28345577.66666667,32645007.969384003,66001793.0,8033007.0,67029545.0,11171590.833333334,26224395.34966249,64684433.0,8423.0,40,4,8,70,7,28,0.03417957226076833,0.05981425145634457,130.0,7,468,159.52366595587,25447.8,129.0,6,467,159.52366595587,25447.8,125.72727272727272,2,463,158.91387032546336,25253.618181818183,1684.6,3766.880114896145,8423.0,0.0,22936770.8,17250320.666770607,49999421.0,8033007.0,1,11,11,MASTER,1,129,0,0,0,4,7,REPLAY
25,25,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:30:09 ,110007888.0,10,6,89,79,59,981,975,951,17,8,8.9,2.846049894151541,16,7,7.9,2.846049894151541,14,5,5.9,2.846049894151541,671,7,163.5,271.8703735238542,670,6,162.5,271.8703735238542,666,2,158.5,271.8703735238542,9.726575243404364,9.58113112761514,9.181159809194773,0.14544411578922414,7333859.2,7577381.706568073,21209040.0,17393.0,110007888.0,12223098.666666664,8121985.31252695,22974388.0,3523926.0,63724735.0,12744947.0,13445968.19897552,27268986.0,596864.0,100,10,20,60,6,24,0.09090257236826507,0.05454154342095905,66.875,7,671,174.97995123251502,30617.98333333333,65.875,6,670,174.97995123251502,30617.98333333333,63.125,2,666,174.54049195912486,30464.38333333333,1466212.625,1772865.8942760238,4687460.0,0.0,12284773.375,7269338.64675224,21209040.0,5119969.0,1,11,16,MASTER,1,129,0,0,0,10,6,REPLAY
26,26,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:32:43 ,75292046.0,4,3,32,28,20,465,462,450,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,282,7,155.0,138.69751259485514,281,6,154.0,138.69751259485514,277,2,150.0,138.69751259485514,6.600962869304946,6.507991561286567,6.2423592526626255,0.09297130801837952,12548674.333333336,15431971.373668699,38993155.0,9108.0,75292046.0,25097348.66666667,31960893.88938041,61999998.0,6265771.0,45066319.0,22533159.5,31853819.11089005,45057211.0,9108.0,40,4,8,30,3,12,0.0531264617247883,0.03984484629359122,71.0,7,282,112.18882891506323,12586.333333333336,70.0,6,281,112.18882891506323,12586.333333333336,67.14285714285714,2,277,111.44270362153006,12419.476190476189,52705.75,99432.2425184608,201715.0,0.0,18770305.75,15558553.744293233,38993155.0,6064056.0,1,11,7,MASTER,1,129,0,0,0,4,3,REPLAY
27,27,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:34:49 ,118026513.0,6,14,138,132,120,1003,989,933,89,8,23.0,32.5330601081423,88,7,22.0,32.5330601081423,86,5,20.0,32.5330601081423,282,7,71.64285714285714,109.5112267815898,281,6,70.64285714285714,109.5112267815898,277,2,66.64285714285714,109.5112267815898,9.667319409834636,9.497865958303793,8.921724223098924,0.16945345153084376,6211921.736842105,9322345.322043076,30949885.0,18840.0,100015043.0,20003008.6,17127409.932910092,44717210.0,6032777.0,78038279.0,6002944.538461537,12934167.997810954,47283813.0,45524.0,60,6,12,140,14,56,0.05083603545925313,0.11861741607159065,57.05,7,282,94.9057565776647,9007.102631578948,56.05,6,281,94.9057565776647,9007.102631578948,52.65,2,277,94.6835588462404,8964.97631578947,1270656.333333333,2532945.632443749,6332312.0,0.0,16904778.666666668,10426363.64922593,30949885.0,8996127.0,1,11,20,MASTER,1,129,0,0,0,6,14,REPLAY
28,28,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:36:49 ,109105299.0,6,7,75,69,57,49,42,14,35,8,12.5,11.0227038425243,34,7,11.5,11.0227038425243,32,5,9.5,11.0227038425243,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,1.1365167515832573,1.0173658018204963,0.6507474948581553,0.11915094976276085,9092108.25,11321674.380182905,42000590.0,325199.0,109105299.0,21821059.8,22113003.00414604,60048093.0,8057306.0,84981922.0,14163653.666666664,22436036.32271044,58964682.0,2007073.0,60,6,12,70,7,28,0.05499274604435117,0.06415820371840968,9.538461538461537,7,35,7.66610923280061,58.769230769230774,8.538461538461537,6,34,7.66610923280061,58.769230769230774,5.461538461538462,2,32,8.109823103448733,65.76923076923077,793913.75,1475725.9967729931,4019038.0,0.0,12844248.625,12363381.326108204,42000590.0,5035652.0,1,11,13,MASTER,1,129,0,0,0,6,7,REPLAY
29,29,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:38:58 ,103506632.0,15,6,566,551,491,48,42,30,282,7,37.73333333333333,82.83069364386496,281,6,36.73333333333333,82.83069364386496,277,2,32.73333333333333,82.83069364386496,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,5.931987044076557,5.729101493709117,5.033493892449327,0.20288555036743927,5175331.6,6479130.322616295,20692849.0,15912.0,82813783.0,5915270.214285715,12838070.029897975,49170750.0,87540.0,72118096.0,14423619.2,5482729.838600768,20708761.0,10025737.0,150,15,60,60,6,12,0.1449182502624566,0.05796730010498265,29.23809523809524,7,282,70.65472720342551,4992.090476190476,28.23809523809524,6,281,70.65472720342551,4992.090476190476,24.809523809523807,2,277,70.48022350107799,4967.461904761905,2175998.5714285714,3960596.939824428,10543951.0,0.0,12610663.142857146,5655913.066111531,20692849.0,6309712.0,11,1,21,OUTSTATION,1,129,0,0,0,6,15,REPLAY
30,30,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:41:24 ,115570815.0,15,10,105,90,30,80,70,50,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,1.6007501547860503,1.3844325663014492,0.6922162831507246,0.21631758848460145,4815450.625,4093881.037802349,12016236.0,264263.0,106804430.0,7628887.857142857,12221453.13755654,43922490.0,2005690.0,99540657.0,11060073.0,5797405.544780419,21268101.0,3884680.0,150,15,60,100,10,20,0.12979055309076085,0.08652703539384057,7.4,7,8,0.5,0.25,6.4,6,7,0.5,0.25,3.2,2,5,1.5,2.25,4109344.0,5622197.12300589,15330283.0,0.0,10337007.875,980447.4227881059,12016236.0,8766385.0,11,1,25,OUTSTATION,1,129,0,0,0,10,15,REPLAY
31,31,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:43:32 ,118034772.0,6,4,48,42,30,28,24,8,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,0.6438780599330509,0.5591572625734389,0.32193902996652546,0.08472079735961198,13114974.666666664,10777328.338092577,30004826.0,2007306.0,88029946.0,17605989.2,9539966.311376246,31966372.0,6999937.0,76034322.0,25344774.0,40420303.32343898,72018120.0,2007306.0,60,6,12,40,4,16,0.05083247841576718,0.03388831894384478,7.6,7,8,0.5163977794943222,0.26666666666666666,6.6,6,7,0.5163977794943222,0.26666666666666666,3.8,2,5,1.5491933384829668,2.4000000000000004,1004738.6666666664,2461097.0581776462,6028432.0,0.0,18667723.33333333,8651151.560729742,30004826.0,6999937.0,1,11,10,MASTER,1,129,0,0,0,6,4,REPLAY
32,32,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:45:32 ,117900438.0,6,9,947,941,917,90,81,63,468,7,157.83333333333334,189.84353206434682,467,6,156.83333333333334,189.84353206434682,463,2,152.83333333333334,189.84353206434682,17,8,10.0,3.9686269665968874,16,7,9.0,3.9686269665968874,14,5,7.0,3.9686269665968874,8.795556807006943,8.66833081654879,8.312098043265964,0.1272259904581525,8421459.857142856,8571828.424245676,30427676.0,204296.0,78626735.0,15725347.0,21172643.23332441,51662836.0,204296.0,109887118.0,13735889.75,9337202.115077524,30427676.0,851503.0,60,6,24,90,9,18,0.050890396183260994,0.0763355942748915,69.13333333333334,7,468,136.01621051848755,18500.409523809525,68.13333333333334,6,467,136.01621051848755,18500.409523809525,65.33333333333333,2,463,135.45988687571295,18349.380952380958,922339.0,1785637.350767647,4463065.0,0.0,12177709.666666664,8563992.892022388,30427676.0,5189433.0,11,1,15,OUTSTATION,1,129,0,0,0,9,6,REPLAY
33,33,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:47:39 ,73924297.0,4,4,86,82,74,950,946,930,62,8,21.5,27.0,61,7,20.5,27.0,59,5,18.5,27.0,485,7,237.5,200.12412814717442,484,6,236.5,200.12412814717442,480,2,232.5,200.12412814717442,14.014336855986604,13.90611803856586,13.581461586303625,0.10821881742074599,10560613.857142856,10503087.940784216,25814085.0,203291.0,73924297.0,24641432.33333333,17744426.671054896,41770448.0,6339764.0,4099692.0,1366564.0,2014492.013113728,3692699.0,203291.0,40,4,8,40,4,16,0.054109408710372994,0.054109408710372994,129.5,7,485,175.51882275943268,30806.857142857134,128.5,6,484,175.51882275943268,30806.857142857134,125.5,2,480,174.81745581360818,30561.142857142866,1024923.0,2049846.0,4099692.0,0.0,17456151.25,8366348.855927393,25814085.0,6339764.0,1,11,8,MASTER,1,129,0,0,0,4,4,REPLAY
34,34,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:49:55 ,96138196.0,4,6,32,28,20,486,480,456,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,282,7,81.0,119.44036168732912,281,6,80.0,119.44036168732912,277,2,76.0,119.44036168732912,5.388076972028892,5.284060042066944,4.951205866188711,0.1040169299619477,10682021.777777778,11539804.253784126,36641076.0,9260.0,96138196.0,32046065.33333333,38098091.89187688,76022148.0,9036887.0,60946515.0,12189303.0,15961913.096889906,36641076.0,9260.0,40,4,8,60,6,24,0.04160677198477908,0.06241015797716864,51.8,7,282,96.67793037825241,9346.62222222222,50.8,6,281,96.67793037825241,9346.62222222222,47.6,2,277,96.2799159857455,9269.822222222221,670384.6666666665,1637568.0987423598,4013048.0,0.0,15352648.0,11575938.787185322,36641076.0,5066961.0,1,11,10,MASTER,1,129,0,0,0,4,6,REPLAY
35,35,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:51:57 ,113616344.0,5,3,130,125,115,960,957,945,89,8,26.0,35.43303543305315,88,7,25.0,35.43303543305315,86,5,23.0,35.43303543305315,671,7,320.0,333.6270372736598,670,6,319.0,333.6270372736598,666,2,315.0,333.6270372736598,9.593690147255575,9.523277742505076,9.329643629441199,0.07041240475049962,16230906.285714285,18312557.06812204,51335946.0,12297.0,113616344.0,28404086.0,23444375.910206936,51335946.0,5075529.0,23231750.0,11615875.0,16409937.379654074,23219453.0,12297.0,50,5,10,30,3,12,0.04400775296906227,0.02640465178143736,136.25,7,671,235.94899569913107,55671.928571428565,135.25,6,670,235.94899569913107,55671.928571428565,132.5,2,666,235.28280855175117,55358.0,1271956.5,2535721.6260518427,5075529.0,0.0,27132129.5,17255556.76710573,51335946.0,11591470.0,1,11,8,MASTER,1,129,0,0,0,5,3,REPLAY
36,36,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:54:00 ,116812654.0,10,11,514,504,464,88,77,55,282,7,51.4,96.88045325153169,281,6,50.4,96.88045325153169,277,2,46.4,96.88045325153169,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,5.15355125823954,4.973776214347462,4.443011799047045,0.17977504389207696,5840632.7,6064598.486142414,21076970.0,10045.0,114490671.0,12721185.666666664,16737069.450415133,49990435.0,10045.0,106583359.0,10658335.9,8824749.18920747,30842063.0,2912698.0,100,10,40,110,11,22,0.08560716375813189,0.09416788013394507,28.66666666666667,7,282,68.67993399336761,4716.933333333333,27.66666666666667,6,281,68.67993399336761,4716.933333333333,24.714285714285715,2,277,68.35579189589049,4672.514285714287,3809857.4285714286,4897458.753172535,11001870.0,0.0,12157901.0,6281627.411908796,21076970.0,5167775.0,11,1,21,OUTSTATION,1,129,0,0,0,11,10,REPLAY
37,37,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:56:00 ,113346477.0,9,2,126,117,99,14,12,4,62,8,14.0,18.0,61,7,13.0,18.0,59,5,11.0,18.0,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,1.2351508728409797,1.1381033042606168,0.9087181421615778,0.09704756858036268,11334647.7,10629722.800791802,35942475.0,1977255.0,77404002.0,9675500.25,7140482.735832816,26260405.0,2850594.0,37919730.0,37919730.0,-1.0,37919730.0,37919730.0,90,9,18,20,2,8,0.07940255611120582,0.01764501246915685,12.727272727272727,7,62,16.346809530247235,267.2181818181818,11.727272727272727,6,61,16.346809530247235,267.2181818181818,9.363636363636363,2,59,16.506197183317106,272.45454545454555,603481.125,1141547.0544091142,2850594.0,0.0,13564828.5,10807335.107383924,35942475.0,5036532.0,1,11,11,MASTER,1,129,0,0,0,9,2,REPLAY
38,38,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:58:01 ,118735810.0,8,0,64,56,40,0,0,0,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.5390117774915588,0.4716353053051139,0.33688236093222423,0.06737647218644485,16962258.57142857,12928537.382766142,41977216.0,7000129.0,118735810.0,16962258.57142857,12928537.382766142,41977216.0,7000129.0,0.0,0.0,0.0,0.0,0.0,80,8,16,0,0,0,0.06737647218644485,0.0,8.0,8,8,0.0,0.0,7.0,7,7,0.0,0.0,5.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,16962258.57142857,12928537.382766142,41977216.0,7000129.0,1,11,8,MASTER,1,0,0,0,0,8,0,REPLAY
39,39,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:00:21 ,113009030.0,9,10,108,99,81,1402,1392,1352,26,8,12.0,6.5383484153110105,25,7,11.0,6.5383484153110105,23,5,9.0,6.5383484153110105,282,7,140.2,122.53598111031172,281,6,139.2,122.53598111031172,277,2,135.2,122.53598111031172,13.3617640997361,13.193635942189752,12.680402619153533,0.1681281575463483,6278279.444444444,6731194.105958607,20220488.0,7062.0,113009030.0,14126128.75,9549080.268351514,31444157.0,3435703.0,91171422.0,10130158.0,16671646.241293848,47656606.0,7062.0,90,9,18,100,10,40,0.07963965357458604,0.08848850397176226,79.47368421052632,7,282,108.86503796549226,11851.59649122807,78.47368421052632,6,281,108.86503796549226,11851.59649122807,75.42105263157895,2,277,108.24833372567896,11717.701754385964,2902802.2857142864,2740613.9686368764,6449942.0,0.0,13241344.857142854,5608300.7885398315,20220488.0,6828991.0,1,11,19,MASTER,1,129,0,0,0,9,10,REPLAY
40,40,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  20:02:54 ,117222294.0,7,7,937,930,902,74,67,53,282,7,133.85714285714286,126.30839055189293,281,6,132.85714285714286,126.30839055189293,277,2,128.85714285714286,126.30839055189293,17,8,10.571428571428571,4.3915503282684,16,7,9.571428571428571,4.3915503282684,14,5,7.571428571428571,4.3915503282684,8.624639268704296,8.50520806221383,8.146914442742435,0.11943120649046506,9017099.538461538,9425879.98004125,28738373.0,8211.0,95214884.0,15869147.333333336,17108650.086629458,35771726.0,8211.0,95010130.0,15835021.666666664,11771253.7156736,37803317.0,7486283.0,70,7,28,70,7,14,0.059715603245232514,0.059715603245232514,72.21428571428571,7,282,107.07163566900043,11464.335164835164,71.21428571428571,6,281,107.07163566900043,11464.335164835164,68.21428571428571,2,277,106.45488648785856,11332.642857142851,429134.875,1039531.113650688,2971938.0,0.0,14223651.875,8447536.516107393,28738373.0,6032847.0,11,1,14,OUTSTATION,1,129,0,0,0,7,7,REPLAY
41,41,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:05:00 ,82002907.0,4,1,41,37,29,7,6,2,17,8,10.25,4.5,16,7,9.25,4.5,14,5,7.25,4.5,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,0.585345102460819,0.5243716542878171,0.3780353786726122,0.06097344817300196,20500726.75,15630949.100484533,35929010.0,6071086.0,82002907.0,27334302.33333333,17447963.57054285,42000096.0,8038241.0,0.0,0.0,0.0,0.0,0.0,40,4,8,10,1,4,0.04877875853840158,0.012194689634600395,9.6,7,17,4.159326868617084,17.3,8.6,6,16,4.159326868617084,17.3,6.2,2,14,4.54972526643093,20.7,0.0,0.0,0.0,0.0,20500726.75,15630949.100484533,35929010.0,6071086.0,1,11,5,MASTER,1,129,0,0,0,4,1,REPLAY
42,42,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  20:07:16 ,96050220.0,8,6,56,48,16,102,96,84,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,62,8,17.0,22.0454076850486,61,7,16.0,22.0454076850486,59,5,14.0,22.0454076850486,1.6449728069337062,1.4992157227750234,1.041122029704877,0.14575708415868285,7388478.461538463,8318618.33092531,29894839.0,1534136.0,96050220.0,13721460.0,19328236.354294684,55744401.0,2004894.0,83000038.0,16600007.6,12376439.801436773,29894839.0,1534136.0,80,8,32,60,6,12,0.08328976237639019,0.06246732178229264,11.285714285714285,7,62,14.604680869389215,213.2967032967033,10.285714285714286,6,61,14.604680869389215,213.2967032967033,7.142857142857142,2,59,14.996702934348564,224.90109890109886,2690523.5,3970677.0430897423,9873529.0,0.0,13317846.5,9330316.9987232,29894839.0,6185533.0,11,1,14,OUTSTATION,1,129,0,0,0,6,8,REPLAY
43,43,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:09:21 ,112817126.0,6,1,57,51,39,7,6,2,17,8,9.5,3.6742346141747673,16,7,8.5,3.6742346141747673,14,5,6.5,3.6742346141747673,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,0.567289757053375,0.5052424398756621,0.3634200006123184,0.06204731717771289,18802854.33333333,12326641.399078416,32958163.0,1370902.0,112817126.0,22563425.2,9440687.378654303,32958163.0,9042008.0,0.0,0.0,0.0,0.0,0.0,60,6,12,10,1,4,0.05318341472375391,0.008863902453958985,9.142857142857142,7,17,3.4846602621858485,12.142857142857144,8.142857142857142,6,16,3.4846602621858485,12.142857142857144,5.857142857142858,2,14,3.7606990231680526,14.142857142857144,274180.4,613086.0124980834,1370902.0,0.0,22289244.8,9938346.018395653,32958163.0,7671106.0,1,11,7,MASTER,1,129,0,0,0,6,1,REPLAY
44,44,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  20:11:24 ,98968278.0,5,4,479,474,454,32,28,20,282,7,95.8,127.23875195867019,281,6,94.8,127.23875195867019,277,2,90.8,127.23875195867019,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,5.163270598686177,5.072332368963719,4.789413432049409,0.09093822972245713,12371034.75,11519754.978886954,33568539.0,507404.0,67535962.0,16883990.5,20295694.77671685,42628786.0,507404.0,93922945.0,31307648.33333333,18779428.877096884,52922978.0,18999953.0,50,5,20,40,4,8,0.05052123873469841,0.04041699098775872,56.77777777777778,7,282,101.17407990411598,10236.194444444445,55.77777777777778,6,281,101.17407990411598,10236.194444444445,52.66666666666666,2,277,100.69632565292541,10139.75,214387.33333333328,343046.2398725085,778920.0,0.0,16280325.666666664,10602972.14594877,33568539.0,5045333.0,11,1,9,OUTSTATION,1,129,0,0,0,4,5,REPLAY
45,45,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:13:45 ,86580418.0,4,4,50,46,38,933,929,913,17,8,12.5,5.196152422706632,16,7,11.5,5.196152422706632,14,5,9.5,5.196152422706632,468,7,233.25,193.17586978364213,467,6,232.25,193.17586978364213,463,2,228.25,193.17586978364213,11.353606539529526,11.261206893226134,10.984007954315953,0.09239964630339392,12368631.142857146,22226630.836427785,61999966.0,7879.0,77851347.0,25950449.0,31225821.11436205,61999966.0,7312382.0,16516027.0,5505342.333333333,4575909.490593136,8736950.0,269251.0,40,4,8,40,4,16,0.04619982315169696,0.04619982315169696,122.875,7,468,172.99581952009294,29927.55357142857,121.875,6,467,172.99581952009294,29927.55357142857,118.875,2,463,172.2684263418161,29676.410714285717,187926.0,231485.6312833837,474574.0,0.0,21457178.5,27037505.73484221,61999966.0,7035252.0,1,11,8,MASTER,1,129,0,0,0,4,4,REPLAY
46,46,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:15:49 ,119936323.0,6,5,84,78,66,1401,1396,1376,17,8,14.0,4.6475800154489,16,7,13.0,4.6475800154489,14,5,11.0,4.6475800154489,468,7,280.2,197.50746821322983,467,6,279.2,197.50746821322983,463,2,275.2,197.50746821322983,12.381570177034693,12.28985484238999,12.02304659615086,0.09171533464470144,11993632.3,16874679.47571667,55966230.0,10508.0,114890058.0,22978011.6,22617995.879982345,62000156.0,9032589.0,113902397.0,28475599.25,45749171.46643382,96721770.0,220976.0,60,6,12,50,5,20,0.050026546169837136,0.041688788474864284,135.0,7,468,186.92404874707802,34940.6,134.0,6,467,186.92404874707802,34940.6,131.0909090909091,2,463,186.14857213820068,34651.290909090916,298451.5714285714,692944.8384933819,1857677.0,0.0,16835308.85714286,18320171.711781137,55966230.0,5046265.0,1,11,11,MASTER,1,129,0,0,0,6,5,REPLAY
47,47,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  20:17:53 ,110073280.0,7,8,324,317,289,73,65,49,282,7,46.28571428571429,103.94023007753748,281,6,45.28571428571429,103.94023007753748,277,2,41.285714285714285,103.94023007753748,17,8,9.125,3.181980515339464,16,7,8.125,3.181980515339464,14,5,6.125,3.181980515339464,3.6066881989888917,3.470415345122813,3.0706816404489814,0.13627285386607904,7862377.142857143,4632712.80617372,16935468.0,12886.0,110073280.0,18345546.666666668,8570669.028737107,30493626.0,5038764.0,83126528.0,11875218.285714285,5056529.076462288,20051012.0,7034855.0,70,7,28,80,8,16,0.06359399847083687,0.07267885539524216,26.466666666666665,7,282,70.73478298411273,5003.409523809522,25.466666666666665,6,281,70.73478298411273,5003.409523809522,22.53333333333333,2,277,70.46160724279639,4964.838095238097,1006090.3,2320113.005885803,7034855.0,0.0,10001237.7,3501689.742703055,16935468.0,5025878.0,11,1,15,OUTSTATION,1,129,0,0,0,8,7,REPLAY
48,48,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:19:53 ,119120199.0,9,7,108,99,81,493,486,458,35,8,12.0,9.124143795447331,34,7,11.0,9.124143795447331,32,5,9.0,9.124143795447331,282,7,70.42857142857143,112.56384431787613,281,6,69.42857142857143,112.56384431787613,277,2,65.42857142857143,112.56384431787613,5.045324009238769,4.91100589917584,4.524841332744919,0.13431811006292896,7941346.6,9452054.60095984,33975027.0,5766.0,119120199.0,14890024.875,11436273.694704,33975027.0,5445311.0,93248171.0,15541361.833333336,35129087.7557913,87220486.0,5766.0,90,9,18,70,7,28,0.07555393691039754,0.05876417315253143,37.5625,7,282,77.51642299108838,6008.795833333334,36.5625,6,281,77.51642299108838,6008.795833333334,33.6875,2,277,77.12649242208109,5948.4958333333325,862008.8571428572,2280661.063935004,6034062.0,0.0,14720956.285714285,10274603.296191877,33975027.0,5445311.0,1,11,16,MASTER,1,129,0,0,0,9,7,REPLAY
49,49,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  20:21:59 ,118948447.0,8,11,73,65,49,965,954,910,17,8,9.125,3.181980515339464,16,7,8.125,3.181980515339464,14,5,6.125,3.181980515339464,282,7,87.72727272727273,116.91286576685295,281,6,86.72727272727273,116.91286576685295,277,2,82.72727272727273,116.91286576685295,8.726469543566214,8.566736478703247,8.062316273872831,0.15973306486296535,6608247.055555556,8606202.915249657,36819009.0,10275.0,111937166.0,15991023.714285715,11276389.90035868,36819009.0,3981833.0,115434884.0,11543488.4,19134748.196597207,56817656.0,10275.0,80,8,16,110,11,44,0.06725602731072226,0.09247703755224312,54.631578947368425,7,282,95.85070018078218,9187.3567251462,53.631578947368425,6,281,95.85070018078218,9187.3567251462,50.47368421052632,2,277,95.43314612919852,9107.48538011696,2192606.375,3598632.7448541955,10045455.0,0.0,12554016.875,10193361.408729233,36819009.0,6035820.0,1,11,19,MASTER,1,129,0,0,0,8,11,REPLAY
